Documents ID;Automaton Time (µs);Automaton Memory;Result
basicTypes.json-invalid-143.json;59;0;true
basicTypes.json-invalid-1430.json;63;0;true
basicTypes.json-invalid-1431.json;51;0;true
basicTypes.json-invalid-1432.json;127;0;true
basicTypes.json-invalid-1433.json;72;0;true
basicTypes.json-invalid-1434.json;82;0;true
basicTypes.json-invalid-1435.json;77;510;true
basicTypes.json-invalid-1436.json;104;0;true
basicTypes.json-invalid-1437.json;71;0;true
basicTypes.json-invalid-1438.json;64;0;true
basicTypes.json-invalid-1439.json;120;0;true
basicTypes.json-invalid-144.json;62;0;true
basicTypes.json-invalid-1440.json;82;0;true
basicTypes.json-invalid-1441.json;68;0;true
basicTypes.json-invalid-1442.json;65;0;true
basicTypes.json-invalid-1443.json;64;0;true
basicTypes.json-invalid-1444.json;59;0;true
basicTypes.json-invalid-1445.json;82;0;true
basicTypes.json-invalid-1446.json;139;0;true
basicTypes.json-invalid-1447.json;157;514;true
basicTypes.json-invalid-1448.json;68;0;true
basicTypes.json-invalid-1449.json;61;0;true
basicTypes.json-invalid-145.json;76;0;true
basicTypes.json-invalid-1450.json;113;0;true
basicTypes.json-invalid-1451.json;90;0;true
basicTypes.json-invalid-1452.json;63;0;true
basicTypes.json-invalid-1453.json;83;0;true
basicTypes.json-invalid-1454.json;84;0;true
basicTypes.json-invalid-1455.json;71;0;true
basicTypes.json-invalid-1456.json;50;0;true
basicTypes.json-invalid-1457.json;51;0;true
basicTypes.json-invalid-1458.json;83;0;true
basicTypes.json-invalid-1459.json;139;514;true
basicTypes.json-invalid-146.json;86;0;true
basicTypes.json-invalid-1460.json;118;0;true
basicTypes.json-invalid-1461.json;137;0;true
basicTypes.json-invalid-1462.json;72;0;true
basicTypes.json-invalid-1463.json;61;0;true
basicTypes.json-invalid-1464.json;84;0;true
basicTypes.json-invalid-1465.json;64;0;true
basicTypes.json-invalid-1466.json;67;0;true
basicTypes.json-invalid-1467.json;120;0;true
basicTypes.json-invalid-1468.json;69;0;true
basicTypes.json-invalid-1469.json;103;0;true
basicTypes.json-invalid-147.json;123;0;true
basicTypes.json-invalid-1470.json;81;0;true
basicTypes.json-invalid-1471.json;68;510;true
basicTypes.json-invalid-1472.json;137;0;true
basicTypes.json-invalid-1473.json;92;0;true
basicTypes.json-invalid-1474.json;107;0;true
basicTypes.json-invalid-1475.json;97;0;true
basicTypes.json-invalid-1476.json;68;0;true
basicTypes.json-invalid-1477.json;61;0;true
basicTypes.json-invalid-1478.json;131;0;true
basicTypes.json-invalid-1479.json;121;0;true
basicTypes.json-invalid-148.json;95;0;true
basicTypes.json-invalid-1480.json;59;0;true
basicTypes.json-invalid-1481.json;102;0;true
basicTypes.json-invalid-1482.json;103;0;true
basicTypes.json-invalid-1483.json;76;0;true
basicTypes.json-invalid-1484.json;106;514;true
basicTypes.json-invalid-1485.json;108;0;true
basicTypes.json-invalid-1486.json;56;0;true
basicTypes.json-invalid-1487.json;54;0;true
basicTypes.json-invalid-1488.json;134;0;true
basicTypes.json-invalid-1489.json;67;0;true
basicTypes.json-invalid-149.json;109;0;true
basicTypes.json-invalid-1490.json;117;0;true
basicTypes.json-invalid-1491.json;116;0;true
basicTypes.json-invalid-1492.json;108;0;true
basicTypes.json-invalid-1493.json;89;0;true
basicTypes.json-invalid-1494.json;119;0;true
basicTypes.json-invalid-1495.json;136;0;true
basicTypes.json-invalid-1496.json;129;0;true
basicTypes.json-invalid-1497.json;96;0;true
basicTypes.json-invalid-1498.json;66;510;true
basicTypes.json-invalid-1499.json;81;0;true
basicTypes.json-invalid-15.json;91;0;true
basicTypes.json-invalid-150.json;132;0;true
basicTypes.json-invalid-1500.json;72;0;true
basicTypes.json-invalid-1501.json;65;0;true
basicTypes.json-invalid-1502.json;86;0;true
basicTypes.json-invalid-1503.json;108;0;true
basicTypes.json-invalid-1504.json;119;0;true
basicTypes.json-invalid-1505.json;329;0;true
basicTypes.json-invalid-1506.json;165;0;true
basicTypes.json-invalid-1507.json;82;0;true
basicTypes.json-invalid-1508.json;86;0;true
basicTypes.json-invalid-1509.json;162;514;true
basicTypes.json-invalid-151.json;73;0;true
basicTypes.json-invalid-1510.json;264;0;true
basicTypes.json-invalid-1511.json;85;0;true
basicTypes.json-invalid-1512.json;55;0;true
basicTypes.json-invalid-1513.json;59;0;true
basicTypes.json-invalid-1514.json;141;0;true
